ID_Pedido,Valor_Frete_BRL,Tempo_Entrega_Horas,Qtd_Itens_Pacote,Status_Atraso,Regiao_Destino
211,27.78,8.2,9,0,Oeste
212,29.49,103.1,4,0,Sul
213,17.72,36.4,3,0,Sul
214,12.13,102.5,4,0,Leste
215,30.78,18.2,1,0,Sul
216,27.46,19.6,3,0,Leste
217,25.48,75.7,3,0,Leste
218,14.38,26.1,2,0,Leste
219,22.15,12.3,4,0,Sul
220,20.07,51.9,3,0,Norte
221,20.85,9.3,3,0,Sul
222,26.83,105.0,3,0,Leste
223,30.65,38.4,4,0,Sul
224,27.29,16.3,4,0,Sul
225,1065.24,82.8,4,0,Sul
226,25.91,84.0,2,0,Norte
227,23.6,33.2,3,1,Leste
228,18.35,204.5,4,0,Oeste
229,25.37,200.7,1,1,Sul
230,30.98,42.9,4,0,Leste
231,24.08,77.7,2,0,Leste
232,17.64,94.4,2,0,Leste
233,15.43,13.4,1,0,Leste
234,17.37,41.7,3,0,Leste
235,15.85,19.2,4,0,Leste
236,48.13,17.1,3,0,Norte
237,17.98,36.5,5,0,Leste
238,24.69,38.8,2,0,Leste
239,24.31,9.1,3,0,Norte
240,36.31,43.6,2,0,Sul
241,365.29,27.1,3,1,Oeste
242,28.4,101.3,5,1,Leste
243,26.4,83.9,1,1,Leste
244,27.2,16.7,4,0,Oeste
245,27.58,94.6,2,0,Leste
246,19.98,50.8,3,1,Leste
247,17.66,27.8,2,0,Leste
248,25.47,22.0,3,1,Oeste
249,20.7,13.2,4,1,Leste
250,26.47,12.5,4,0,Leste
251,16.37,7.7,2,0,Sul
252,13.21,33.7,2,0,Oeste
253,14.77,6.4,4,0,Leste
254,24.41,16.6,6,0,Norte
255,12.08,56.0,2,0,Oeste
256,40.6,109.4,4,0,Leste
257,40.62,13.2,2,1,Norte
258,32.08,53.9,2,0,Leste
259,22.04,25.8,3,0,Leste
260,21.13,21.9,1,0,Oeste
261,27.37,37.5,3,0,Sul
262,29.77,19.6,3,1,Leste
263,27.37,31.0,2,0,Leste
264,14.52,35.0,5,0,Norte
265,23.48,83.8,6,0,Oeste
266,29.27,99.7,3,0,Leste
267,6.11,20.5,2,0,Sul
268,16.16,26.7,3,0,Leste
269,29.21,63.0,4,0,Oeste
270,22.5,28.7,1,0,Sul
271,22.51,58.6,2,0,Sul
272,33.87,68.2,6,0,Sul
273,24.57,74.8,4,0,Sul
274,21.21,35.5,1,1,Leste
275,22.53,13.1,5,0,Leste
276,22.79,29.0,3,0,Sul
277,18.32,22.1,3,0,Sul
278,23.22,61.7,2,0,Sul
279,15.88,112.2,5,0,Oeste
280,22.33,114.8,2,0,Sul
281,20.87,67.3,2,1,Oeste
282,26.85,15.7,4,0,Leste
283,37.12,101.8,3,0,Sul
284,27.08,46.6,3,0,Oeste
285,25.83,17.1,2,0,Leste
286,26.87,66.0,3,0,Leste
287,18.1,27.7,3,0,Oeste
288,30.62,7.0,2,0,Norte
289,28.25,15.1,3,0,Norte
290,24.64,31.4,2,0,Leste
291,27.84,30.5,4,0,Sul
292,27.62,14.1,1,0,Sul
293,27.64,60.4,2,0,Norte
294,32.95,50.2,3,0,Norte
295,18.94,10.5,4,0,Leste
296,35.49,272.2,4,0,Sul
297,12.18,12.5,1,0,Leste
298,30.3,23.0,2,0,Leste
299,26.34,44.7,3,0,Leste
300,17.3,23.0,1,0,Norte
301,33.23,106.0,3,0,Leste
302,10.49,28.8,4,0,Norte
303,38.0,15.8,3,0,Leste
304,43.05,54.1,5,0,Oeste
305,23.69,3.3,3,0,Leste
306,16.78,50.8,3,1,Leste
307,20.38,92.9,1,0,Leste
308,32.8,5.2,1,0,Sul
309,22.42,24.0,3,0,Oeste
310,1.52,8.9,2,0,Oeste
311,28.07,33.5,2,0,Sul
312,32.15,199.3,4,0,Leste
313,29.11,39.8,3,0,Oeste
314,30.39,27.8,5,1,Oeste
315,37.84,3.5,4,0,Leste
316,23.31,13.7,3,0,Leste
317,38.75,29.8,2,0,Sul
318,23.77,35.7,2,0,Oeste
319,34.01,43.6,3,0,Sul
320,23.86,61.2,6,0,Leste
321,41.31,16.0,5,0,Sul
322,30.18,34.2,2,0,Sul
323,24.23,22.3,1,0,Leste
324,15.4,15.6,1,0,Oeste
325,26.65,16.5,6,1,Norte
326,18.45,51.0,5,0,Leste
327,28.53,4.3,3,0,Norte
328,30.27,7.5,3,0,Sul
329,33.32,417.3,5,0,Leste
330,29.3,19.5,4,0,Leste
331,25.64,107.2,7,0,Sul
332,35.6,31.4,1,0,Sul
333,36.52,21.1,4,0,Norte
334,16.58,56.0,2,0,Sul
335,39.1,35.3,2,0,Oeste
336,34.83,28.7,2,0,Oeste
337,18.18,32.0,6,0,Sul
338,9.97,45.4,7,0,Leste
339,34.64,19.1,2,0,Oeste
340,26.65,22.5,3,0,Norte
341,21.36,15.1,1,0,Leste
342,27.51,12.6,1,0,Oeste
343,34.49,145.5,5,0,Norte
344,8.75,16.0,3,0,Sul
345,26.01,73.6,2,0,Oeste
346,25.46,24.9,3,0,Leste
347,36.97,51.0,1,0,Norte
348,31.63,33.1,1,0,Sul
349,31.55,7.9,3,0,Leste
350,21.45,33.9,3,0,Leste
351,30.36,53.8,1,0,Leste
352,21.12,15.4,3,0,Oeste
353,24.13,212.2,2,0,Sul
354,29.59,63.4,4,0,Leste
355,25.68,63.9,5,0,Leste
356,27.53,69.5,5,0,Leste
357,35.5,5.1,3,0,Sul
358,22.08,58.2,5,0,Oeste
359,16.7,204.6,5,1,Oeste
360,17.75,60.8,3,0,Leste
361,16.0,26.8,3,0,Leste
362,37.86,13.6,1,0,Sul
363,30.23,12.6,5,0,Leste
364,33.56,11.4,4,0,Leste
365,32.13,24.0,3,1,Leste
366,23.41,14.1,4,0,Oeste
367,38.04,29.3,4,1,Leste
368,19.47,39.0,3,1,Sul
369,41.1,8.4,7,0,Leste
370,25.99,18.0,2,0,Sul
371,39.31,20.8,3,0,Sul
372,16.61,20.4,3,0,Sul
373,21.55,33.6,3,0,Leste
374,12.18,36.6,4,0,Leste
375,33.34,23.6,3,0,Leste
376,27.03,19.3,4,0,Leste
377,41.13,32.6,2,0,Leste
378,21.13,105.0,2,0,Sul
379,35.7,10.3,1,0,Leste
380,25.64,81.9,7,0,Sul
381,24.25,9.0,3,0,Sul
382,22.68,44.2,7,0,Leste
383,18.24,76.7,3,0,Sul
384,27.99,11.5,2,0,Norte
385,26.69,43.8,2,0,Leste
386,12.42,14.3,1,0,Leste
387,4.91,84.5,3,0,Leste
388,22.5,9.2,3,0,Oeste
389,34.3,16.2,6,0,Leste
390,26.78,36.8,2,0,Oeste
391,14.58,58.5,2,1,Sul
392,10.81,35.7,3,0,Leste
393,34.24,49.2,3,0,Oeste
394,11.78,21.3,3,0,Leste
395,31.07,13.8,1,0,Leste
396,29.55,106.9,4,1,Sul
397,38.08,49.4,4,0,Norte
398,692.66,22.4,4,0,Leste
399,32.51,8.8,2,0,Sul
400,36.2,88.1,4,0,Oeste
401,14.3,91.1,2,0,Sul
402,26.06,27.8,3,1,Oeste
403,24.68,19.5,3,0,Oeste
404,16.49,26.9,2,0,Sul
405,27.11,28.0,6,0,Sul
406,15.65,61.3,2,1,Oeste
407,28.06,13.3,3,0,Oeste
408,42.39,20.8,2,0,Leste
409,23.37,28.6,5,1,Sul
410,24.24,40.7,3,0,Leste
411,36.33,66.2,2,0,Leste
412,35.08,42.5,2,1,Sul
413,20.06,134.5,2,1,Leste
414,30.51,15.0,4,0,Norte
415,1.38,106.6,2,0,Norte
416,16.97,15.4,2,0,Sul
417,33.56,24.1,4,0,Sul
418,20.92,45.1,4,0,Sul
419,23.4,85.0,3,0,Leste
420,17.61,24.2,1,0,Sul
421,16.32,45.3,2,0,Sul
422,5.03,25.7,3,0,Sul
423,22.09,5.3,2,0,Oeste
424,28.72,32.1,1,0,Leste
425,26.97,12.3,1,0,Leste
426,18.34,91.6,1,0,Leste
427,13.57,92.1,3,0,Oeste
428,22.01,17.0,1,1,Sul
429,14.37,15.0,1,0,Leste
430,18.86,20.0,6,0,Leste
431,26.03,50.7,4,0,Leste
432,18.03,50.9,2,0,Norte
433,35.29,506.0,1,0,Leste
434,16.63,25.9,3,0,Norte
435,20.16,35.6,1,0,Leste
436,31.8,155.3,2,0,Leste
437,30.52,41.6,2,0,Sul
438,29.13,13.9,3,0,Leste
439,19.9,43.5,3,0,Norte
440,29.67,58.2,4,0,Leste
441,31.34,25.2,3,0,Leste
442,28.53,62.6,3,1,Sul
443,24.74,58.3,3,0,Sul
444,29.62,22.9,1,0,Oeste
445,24.39,114.6,3,0,Norte
446,28.23,17.7,1,1,Sul
447,25.6,47.0,1,1,Sul
448,12.91,20.5,5,0,Leste
449,20.33,8.5,3,0,Leste
450,41.64,44.1,4,0,Sul
451,9.5,155.0,5,0,Sul
452,37.42,31.7,5,0,Sul
453,30.0,10.0,2,0,Sul
454,25.27,39.6,4,1,Leste
455,11.56,17.2,2,0,Leste
456,24.99,76.9,4,0,Sul
457,19.03,27.6,2,0,Sul
458,34.51,8.0,3,0,Sul
459,19.67,49.7,4,0,Oeste
460,22.79,39.1,2,0,Oeste
461,26.97,26.1,5,0,Leste
462,19.84,14.4,3,0,Sul
463,32.67,138.6,1,0,Norte
464,22.63,23.1,2,0,Sul
465,9.95,67.9,1,1,Sul
466,26.21,22.9,2,0,Leste
467,31.46,57.1,5,0,Leste
468,36.5,34.6,3,0,Oeste
469,29.42,33.9,3,0,Leste
470,34.23,17.1,2,1,Sul
471,28.93,50.5,2,0,Leste
472,17.32,101.9,5,1,Sul
473,18.75,14.5,5,0,Norte
474,6.61,17.0,2,1,Leste
475,23.27,349.2,5,0,Norte
476,30.22,14.9,1,1,Leste
477,12.38,21.2,3,0,Sul
478,35.35,100.2,1,0,Leste
479,24.18,102.6,3,1,Leste
480,17.83,4.7,2,0,Sul
481,12.34,61.1,4,0,Leste
482,38.29,28.3,4,0,Sul
483,34.46,29.4,1,0,Leste
484,21.77,84.1,3,0,Leste
485,32.43,25.1,1,0,Leste
486,23.32,22.0,3,1,Oeste
487,20.16,25.6,2,0,Sul
488,19.77,25.0,4,0,Leste
489,23.14,43.7,3,1,Leste
490,21.81,95.5,2,1,Oeste
491,25.49,46.6,3,0,Sul
492,37.87,32.8,4,0,Leste
493,43.23,51.3,4,0,Leste
494,15.38,61.8,1,0,Sul
495,28.68,52.6,2,0,Leste
496,26.68,19.4,5,0,Sul
497,29.24,46.5,4,0,Leste
498,21.4,6.1,2,0,Oeste
499,29.35,113.0,1,1,Leste
500,13.96,112.7,5,1,Leste
501,52.06,67.5,2,0,Leste
502,27.32,89.7,4,0,Norte
503,30.84,31.2,2,0,Sul
504,16.05,18.2,3,0,Leste
505,19.44,12.1,5,0,Sul
506,13.25,74.2,2,0,Sul
507,36.65,18.2,5,1,Leste
508,16.12,24.6,3,0,Sul
509,23.49,39.6,4,1,Sul
510,23.84,32.1,5,0,Leste
511,28.79,40.9,6,0,Sul
512,14.66,7.8,2,0,Oeste
513,31.88,27.5,3,1,Oeste
514,34.96,64.0,4,0,Leste
515,19.72,23.4,1,0,Sul
516,24.71,16.6,2,0,Leste
517,30.01,71.1,3,0,Leste
518,27.04,23.6,1,0,Leste
519,17.0,38.4,3,1,Sul
520,30.61,28.0,5,0,Leste
521,37.1,33.1,4,0,Leste
522,37.08,112.6,3,0,Leste
523,29.6,52.3,5,1,Leste
524,31.13,12.5,4,0,Leste
525,21.89,24.6,1,0,Leste
526,17.66,23.8,3,0,Norte
527,24.45,39.4,6,0,Leste
528,43.12,68.5,2,0,Norte
529,20.75,34.0,3,0,Leste
530,28.48,33.2,3,0,Sul
531,28.02,5.6,3,0,Leste
532,22.01,95.5,2,1,Sul
533,36.87,29.0,3,1,Leste
534,37.71,40.7,1,0,Leste
535,1050.21,40.7,1,0,Sul
536,18.61,17.9,1,1,Sul
537,28.26,27.2,3,0,Sul
538,25.71,17.8,6,0,Oeste
539,19.51,100.1,4,0,Leste
540,19.67,5.6,5,0,Leste
541,26.33,15.4,2,1,Sul
542,21.26,25.6,3,0,Leste
543,17.16,109.7,4,0,Oeste
544,25.99,58.3,3,0,Leste
545,16.15,8.9,4,0,Leste
546,21.27,30.2,6,0,Norte
547,27.89,59.0,4,0,Sul
548,23.92,196.7,2,0,Norte
549,22.94,25.2,3,0,Sul
550,39.47,12.8,2,0,Sul
551,36.22,42.9,3,0,Sul
552,25.66,32.0,2,0,Sul
553,686.62,48.0,3,0,Oeste
554,31.49,57.5,2,0,Leste
555,45.21,42.8,4,0,Leste
556,35.92,50.5,4,0,Leste
557,14.6,122.6,4,0,Sul
558,23.42,26.2,1,0,Leste
559,334.27,12.4,1,0,Sul
560,17.59,42.6,2,0,Leste
561,34.08,11.9,2,0,Sul
562,33.91,13.5,5,0,Oeste
563,39.2,17.2,2,0,Sul
564,30.43,12.2,3,0,Sul
565,24.64,84.3,2,0,Oeste
566,26.5,34.4,3,0,Norte
567,17.76,58.3,1,0,Leste
568,35.96,49.8,5,0,Leste
569,19.07,28.0,3,1,Leste
570,21.73,71.4,1,0,Oeste
571,22.57,22.5,3,0,Oeste
572,0.43,29.0,4,0,Norte
573,31.94,18.8,3,0,Leste
574,17.42,101.5,3,0,Leste
575,30.52,30.4,3,0,Leste
576,21.41,53.4,1,1,Sul
577,21.34,20.8,1,0,Leste
578,16.12,65.2,2,1,Oeste
579,36.11,61.5,4,0,Oeste
580,37.89,9.0,5,0,Leste
581,33.0,33.2,3,0,Norte
582,27.12,36.4,3,1,Sul
583,1144.33,26.1,3,0,Leste
584,33.69,100.3,1,0,Leste
585,23.99,12.5,1,0,Leste
586,35.54,23.1,1,0,Norte
587,17.3,16.8,1,0,Leste
588,32.85,75.5,2,0,Leste
589,35.28,14.5,3,0,Oeste
590,16.22,7.6,4,0,Leste
591,18.29,46.8,7,0,Sul
592,24.64,29.6,4,0,Leste
593,28.38,76.1,3,0,Norte
594,20.06,63.4,3,0,Oeste
595,25.74,32.0,1,1,Sul
596,8.47,10.4,2,0,Leste
597,31.12,12.7,3,0,Sul
598,31.5,8.0,2,0,Leste
599,37.17,29.6,2,0,Leste
600,29.59,19.6,1,0,Leste
601,22.04,28.7,1,0,Sul
602,16.89,38.0,4,0,Sul
603,18.49,151.2,2,0,Sul
604,24.29,52.7,2,0,Leste
605,18.23,35.1,5,0,Norte
606,18.85,9.5,4,0,Leste
607,24.7,33.8,3,0,Oeste
608,12.11,67.1,6,0,Oeste
609,17.07,45.3,3,0,Leste
610,26.75,14.3,2,0,Leste
611,27.13,24.5,5,0,Norte
612,31.92,35.1,5,0,Leste
613,26.24,23.9,5,0,Leste
614,25.25,20.2,4,0,Sul
615,30.1,5.9,2,0,Leste
616,26.52,17.9,4,1,Leste
617,17.22,40.5,1,0,Oeste
618,18.6,66.7,1,0,Sul
619,38.41,35.2,5,0,Leste
620,50.74,77.3,6,0,Sul
621,30.89,31.1,3,0,Sul
622,16.93,16.4,2,0,Oeste
623,40.19,22.7,2,0,Leste
624,21.56,49.4,2,0,Leste
625,28.4,26.7,4,0,Norte
626,24.84,19.8,1,0,Leste
627,26.49,9.5,3,0,Leste
628,21.48,16.2,1,0,Sul
629,35.38,24.1,3,0,Leste
630,23.52,20.8,1,0,Norte
631,29.9,15.2,6,0,Leste
632,29.73,115.1,3,1,Leste
633,24.12,53.5,3,0,Sul
634,12.96,191.3,8,0,Sul
635,18.38,9.2,2,0,Sul
636,30.7,42.5,4,0,Norte
637,27.46,23.4,1,0,Leste
638,18.48,33.6,2,0,Leste
639,25.35,145.6,3,0,Norte
640,26.68,8.2,2,0,Norte
641,29.66,20.9,3,0,Leste
642,39.56,18.2,1,0,Leste
643,6.74,21.0,2,0,Sul
644,34.69,6.1,1,0,Sul
645,26.74,92.6,5,0,Leste
646,16.76,95.6,3,1,Sul
647,723.98,52.7,2,0,Norte
648,36.57,11.4,1,0,Leste
649,38.97,41.4,9,0,Leste
650,16.83,66.2,2,0,Leste
651,18.21,45.2,4,0,Leste
652,14.66,31.8,3,0,Leste
653,26.86,102.4,2,0,Sul
654,27.26,18.8,2,0,Sul
655,32.9,28.9,5,0,Sul
656,28.53,54.6,2,0,Sul
657,32.15,42.7,2,0,Leste
658,13.9,51.8,3,0,Oeste
659,39.02,50.7,3,0,Oeste
660,35.38,50.4,1,0,Leste
661,20.77,24.7,3,0,Sul
662,18.7,19.0,2,1,Sul
663,30.97,37.0,4,0,Leste
664,12.51,110.9,2,0,Leste
665,19.12,32.5,3,0,Leste
666,16.78,53.5,7,0,Leste
667,24.23,36.2,4,0,Leste
668,21.45,168.5,1,0,Leste
669,18.72,29.7,3,0,Norte
670,17.93,53.6,5,0,Leste
671,19.89,18.6,1,0,Oeste
672,15.48,13.5,4,1,Sul
673,29.34,32.9,3,0,Leste
674,34.01,85.2,4,0,Sul
675,28.21,55.0,3,0,Oeste
676,36.06,6.2,4,1,Norte
677,18.28,59.5,2,0,Leste
678,19.01,9.7,4,0,Sul
679,28.54,64.8,2,1,Leste
680,29.58,51.2,6,0,Sul
681,25.12,29.4,1,0,Sul
682,24.8,59.3,7,0,Leste
683,16.47,26.8,4,0,Oeste
684,3.72,37.3,3,0,Sul
685,29.46,10.5,4,1,Sul
686,32.85,27.0,2,0,Leste
687,21.51,69.3,4,0,Leste
688,20.58,11.4,2,0,Oeste
689,19.73,63.7,3,0,Sul
690,22.0,6.6,3,0,Leste
691,33.05,12.8,2,0,Sul
692,17.52,25.7,3,0,Sul
693,30.16,37.4,3,0,Leste
694,21.02,20.9,3,0,Leste
695,9.05,20.5,6,0,Leste
696,22.25,80.3,2,0,Sul
697,38.12,85.7,1,0,Leste
698,19.52,23.6,5,0,Leste
699,23.1,24.2,5,0,Oeste
700,25.06,26.3,4,0,Sul
701,26.58,195.2,5,0,Sul
702,37.34,33.6,3,0,Sul
703,18.66,116.4,1,0,Leste
704,25.09,59.5,1,0,Sul
705,31.07,30.5,4,0,Oeste
706,19.29,19.7,5,1,Sul
707,25.58,61.8,3,0,Oeste
708,32.86,17.7,1,0,Sul
709,20.84,24.3,1,0,Leste
710,23.61,56.1,2,0,Oeste
711,15.79,27.3,2,0,Sul
712,32.58,24.1,3,0,Oeste
713,26.27,25.9,1,0,Leste
714,21.6,19.1,1,0,Oeste
715,22.53,47.4,2,0,Leste
716,24.93,34.1,3,1,Sul
717,27.67,11.2,2,0,Sul
718,19.78,22.4,5,1,Sul
719,20.41,24.7,3,0,Norte
720,22.89,24.6,4,0,Sul
721,26.21,53.5,3,1,Sul
722,37.85,18.9,4,0,Leste
723,18.58,288.0,1,0,Leste
724,11.78,100.3,5,0,Sul
725,36.2,99.9,3,0,Sul
726,17.98,14.5,3,0,Leste
727,36.74,6.5,2,0,Sul
728,34.95,25.2,3,0,Norte
729,29.35,41.9,2,0,Sul
730,34.72,29.1,2,0,Oeste
731,10.35,21.7,1,0,Leste
732,14.18,8.2,4,0,Sul
733,27.27,19.3,6,0,Leste
734,21.91,27.3,3,0,Leste
735,18.72,22.3,2,0,Leste
736,31.46,22.2,1,0,Leste
737,27.06,17.5,2,0,Leste
738,33.39,124.4,3,0,Sul
739,22.02,58.4,1,0,Norte
740,24.87,71.2,3,0,Leste
741,37.32,41.2,2,0,Oeste
742,14.73,11.4,2,0,Leste
743,24.31,59.8,6,0,Leste
744,18.0,97.4,1,0,Oeste
745,38.56,109.4,3,0,Sul
746,44.25,54.5,1,1,Leste
747,26.68,33.1,1,0,Leste
748,28.94,33.1,1,0,Oeste
749,24.17,50.2,4,1,Oeste
750,23.86,8.9,5,0,Leste
751,25.67,55.2,5,0,Sul
752,14.21,22.5,2,1,Leste
753,30.28,193.9,3,0,Sul
754,17.12,26.0,3,0,Leste
755,22.17,38.7,2,0,Oeste
756,25.27,37.2,4,0,Sul
757,18.9,19.0,4,0,Leste
758,29.78,47.7,3,0,Leste
759,21.2,43.5,2,1,Leste
760,33.52,75.1,4,0,Sul
761,18.03,58.9,1,0,Leste
762,23.66,38.5,4,0,Oeste
763,16.42,17.2,3,0,Oeste
