ID_Colaborador,Nivel_Senioridade,Salario_Mensal_BRL,Dias_Presenciais_Semana,Acidente_Trabalho_Ano,Horas_Extras_Mensais,Probabilidade_Turnover_Perc
223,3,10251.76,5,0.0,56.0,100.0
224,4,14174.69,5,0.0,44.0,74.8
225,1,3565.1,5,0.0,17.0,63.1
226,1,3135.28,5,0.0,8.0,54.8
227,2,6994.39,5,0.0,51.0,98.2
228,2,6846.73,5,0.0,10.0,50.5
229,3,10256.2,5,0.0,51.0,79.7
230,4,13541.4,5,0.0,29.0,54.9
231,2,7025.0,5,0.0,24.0,65.6
232,1,3187.81,5,0.0,54.0,100.0
233,4,13811.56,5,0.0,36.0,65.4
234,4,14430.05,5,0.0,35.0,69.1
235,1,3752.85,5,0.0,34.0,82.9
236,2,6608.49,5,0.0,22.0,64.2
237,1,3640.76,5,0.0,47.0,100.0
238,4,14053.11,5,0.0,15.0,37.0
239,5,18180.68,5,0.0,56.0,73.2
240,5,18053.26,5,0.0,54.0,77.4
241,3,9886.5,5,0.0,20.0,39.3
242,1,3844.45,5,0.0,44.0,83.0
243,1,4006.08,5,0.0,34.0,84.9
244,3,10723.74,5,0.0,20.0,38.6
245,3,10365.84,5,0.0,59.0,90.6
246,3,11465.36,5,0.0,2.0,25.9
247,4,14260.56,5,0.0,15.0,32.6
248,1,4290.62,5,0.0,31.0,78.7
249,4,14540.59,5,0.0,31.0,61.1
250,3,10685.65,5,0.0,35.0,69.6
251,1,3268.12,5,0.0,45.0,91.9
252,4,13990.36,5,0.0,37.0,69.7
253,4,13911.24,5,0.0,36.0,54.1
254,3,10014.19,5,0.0,3.0,31.0
255,1,3760.11,5,0.0,23.0,61.4
256,3,11126.94,5,0.0,14.0,44.0
257,1,3380.68,5,0.0,16.0,59.5
258,5,18365.46,5,0.0,33.0,55.3
259,2,6376.97,5,0.0,12.0,52.0
260,2,7421.75,5,0.0,18.0,52.2
261,2,7668.61,5,0.0,14.0,47.2
262,3,10418.39,5,0.0,57.0,92.7
263,5,17425.58,5,0.0,57.0,87.4
264,1,3917.11,5,0.0,37.0,94.0
265,4,14202.4,5,0.0,55.0,79.7
266,1,2701.04,5,0.0,47.0,100.0
267,4,13662.65,5,0.0,35.0,51.8
268,1,3494.58,5,0.0,0.0,40.2
269,5,16952.12,5,0.0,46.0,61.0
270,4,13810.33,5,0.0,42.0,73.9
271,3,9962.13,5,0.0,37.0,63.8
272,1,3351.93,5,0.0,46.0,98.9
273,1,3365.35,5,0.0,31.0,78.9
274,4,14140.7,5,0.0,42.0,67.8
275,3,10463.3,5,0.0,56.0,100.0
276,3,10701.12,5,0.0,23.0,61.9
277,5,17653.42,5,0.0,42.0,60.3
278,3,10912.54,5,0.0,29.0,58.5
279,3,10849.51,5,0.0,40.0,67.0
280,3,10807.25,5,0.0,46.0,80.9
281,2,8241.95,5,0.0,3.0,47.0
282,5,17638.96,5,0.0,39.0,55.9
283,1,4537.43,5,0.0,14.0,62.0
284,4,14164.89,5,0.0,40.0,59.3
285,1,3466.86,5,0.0,28.0,73.5
286,5,17350.73,5,0.0,46.0,68.0
287,4,14603.89,5,0.0,7.0,27.4
288,5,18156.2,5,0.0,38.0,59.2
289,3,10739.91,5,0.0,17.0,43.0
290,4,14453.42,5,0.0,51.0,70.7
291,3,9989.11,5,0.0,56.0,98.5
292,1,2880.49,5,0.0,60.0,100.0
293,1,3998.53,5,0.0,48.0,100.0
294,4,13949.28,5,0.0,45.0,74.5
295,4,14299.72,5,0.0,13.0,25.2
296,5,17213.08,5,0.0,20.0,39.4
297,5,18162.8,5,0.0,28.0,40.7
298,3,9883.83,5,0.0,46.0,82.0
299,4,13445.77,5,0.0,55.0,82.1
300,1,4077.72,5,0.0,11.0,63.7
301,5,16456.06,5,0.0,55.0,83.1
302,5,17651.43,5,0.0,42.0,51.0
303,1,3457.07,5,0.0,37.0,97.3
304,5,17205.62,5,0.0,12.0,21.0
305,3,10420.02,5,0.0,3.0,40.5
306,4,13660.99,5,0.0,34.0,57.6
307,1,4116.9,5,0.0,39.0,87.2
308,4,14721.8,5,0.0,13.0,31.9
309,5,17225.7,5,0.0,33.0,48.1
310,5,17610.21,5,0.0,51.0,84.3
311,1,2969.97,5,0.0,50.0,100.0
312,3,10929.22,5,0.0,56.0,91.3
313,2,7418.8,5,0.0,22.0,60.7
314,1,3381.9,5,0.0,19.0,60.1
315,2,7006.75,5,0.0,45.0,95.9
316,2,6962.49,5,0.0,26.0,57.7
317,3,9852.62,5,0.0,5.0,29.2
318,2,7618.4,5,0.0,17.0,59.0
319,2,6693.22,5,0.0,25.0,64.3
320,3,10195.94,5,0.0,18.0,49.8
321,2,6939.83,5,0.0,20.0,65.6
322,2,7398.22,5,0.0,18.0,60.2
323,2,6763.48,5,0.0,2.0,37.7
324,1,2719.13,5,0.0,38.0,98.3
325,1,3145.2,5,0.0,36.0,81.9
326,1,3669.66,5,0.0,39.0,88.5
327,3,11375.9,5,0.0,12.0,39.7
328,5,16996.03,5,0.0,18.0,30.8
329,2,6481.4,5,0.0,37.0,73.3
330,2,6394.96,5,0.0,36.0,69.3
331,3,9845.31,5,0.0,30.0,64.5
332,2,7482.28,5,0.0,21.0,56.1
333,1,4097.88,5,0.0,55.0,100.0
334,5,17571.1,5,0.0,20.0,34.1
335,4,13812.91,5,0.0,27.0,49.5
336,2,7716.46,5,0.0,41.0,88.3
337,1,3569.56,5,0.0,33.0,83.1
338,4,14435.77,5,0.0,21.0,42.1
339,5,17293.42,5,0.0,26.0,38.2
340,4,14017.7,5,0.0,48.0,93.5
341,1,3005.06,5,0.0,17.0,63.8
342,4,14251.7,5,0.0,9.0,33.7
343,3,10576.38,5,0.0,19.0,43.4
344,4,13642.17,5,0.0,51.0,76.3
345,2,6647.56,5,0.0,5.0,51.0
346,2,7646.38,5,0.0,60.0,100.0
347,3,11288.67,5,0.0,32.0,67.2
348,1,3414.75,5,0.0,59.0,100.0
349,2,7027.1,5,0.0,56.0,100.0
350,5,17660.05,5,0.0,27.0,39.2
351,2,7059.21,5,0.0,12.0,42.5
352,2,6330.28,5,0.0,10.0,50.5
353,1,3671.15,5,0.0,14.0,62.0
354,4,13164.84,5,0.0,43.0,72.8
355,2,6706.93,5,0.0,16.0,52.0
356,3,10702.17,5,0.0,20.0,51.9
357,4,14240.0,5,0.0,27.0,48.2
358,5,17175.97,5,0.0,55.0,72.1
359,1,3316.63,5,0.0,11.0,64.0
360,5,17262.47,5,0.0,0.0,11.0
361,4,13958.86,5,0.0,4.0,24.9
362,4,13989.28,5,0.0,54.0,87.3
363,4,14267.39,5,0.0,39.0,65.3
364,5,17293.24,5,0.0,16.0,30.9
365,4,14149.36,5,0.0,11.0,25.3
366,5,17702.81,5,0.0,18.0,26.7
367,4,14079.32,5,0.0,7.0,21.5
368,3,10396.16,5,0.0,56.0,96.8
369,4,14072.26,5,0.0,47.0,74.8
370,5,17800.7,5,0.0,28.0,38.8
371,2,7335.67,5,0.0,52.0,99.2
372,4,14726.15,5,0.0,15.0,38.7
373,2,6603.99,5,0.0,43.0,82.2
374,3,10324.0,5,0.0,51.0,87.5
375,1,2854.61,5,0.0,21.0,70.4
376,3,10872.4,5,0.0,45.0,76.2
377,4,13866.2,5,0.0,18.0,42.1
378,2,7082.48,5,0.0,18.0,57.0
379,2,6758.26,5,0.0,6.0,36.7
380,5,17369.32,5,0.0,26.0,42.8
381,2,7489.28,5,0.0,44.0,88.4
382,5,17777.69,5,0.0,56.0,74.6
383,1,3455.39,5,0.0,36.0,82.7
384,4,14307.13,5,0.0,52.0,75.1
385,5,17815.96,5,0.0,49.0,67.0
386,1,3343.43,5,0.0,10.0,54.4
387,2,6412.37,5,0.0,29.0,66.3
388,2,6640.34,5,0.0,7.0,35.0
389,1,2963.79,5,0.0,41.0,87.7
390,2,7465.77,5,0.0,57.0,100.0
391,1,4035.25,5,0.0,8.0,56.0
392,5,18134.55,5,0.0,44.0,65.8
393,5,16692.18,5,0.0,38.0,59.7
394,1,3928.56,5,0.0,35.0,80.3
395,5,18384.88,5,0.0,23.0,38.8
396,5,17944.8,5,0.0,21.0,23.5
397,5,16639.51,5,0.0,3.0,15.4
398,3,11207.32,5,0.0,13.0,44.7
399,4,14016.68,5,0.0,1.0,17.3
400,2,6907.04,5,0.0,35.0,77.3
401,3,10680.44,5,0.0,6.0,26.0
402,5,17080.4,5,0.0,52.0,68.9
403,1,3501.11,5,0.0,31.0,83.5
404,5,18148.17,5,0.0,42.0,62.9
405,4,14248.96,5,0.0,25.0,45.5
406,5,17523.36,5,0.0,34.0,54.4
407,1,3535.84,5,0.0,57.0,100.0
408,4,13527.44,5,0.0,5.0,21.4
409,5,17440.0,5,0.0,15.0,27.4
410,4,13346.28,5,0.0,47.0,71.9
411,2,7408.98,5,0.0,6.0,35.2
412,2,6125.72,5,0.0,5.0,45.7
413,5,17841.96,5,0.0,22.0,33.2
414,4,14391.76,5,0.0,6.0,20.5
415,1,4027.51,5,0.0,35.0,76.5
416,5,17534.74,5,0.0,14.0,13.1
417,2,7366.65,5,0.0,54.0,100.0
418,2,6936.1,5,0.0,47.0,94.4
419,5,17025.32,5,0.0,42.0,66.3
420,4,14612.29,5,0.0,37.0,61.7
421,2,6961.25,5,0.0,52.0,94.6
422,4,13436.2,5,0.0,13.0,31.5
423,2,6813.27,5,0.0,52.0,94.8
424,2,6829.07,5,0.0,47.0,96.4
425,3,10684.68,5,0.0,45.0,79.7
426,2,7938.82,5,0.0,34.0,76.3
427,1,3708.97,5,0.0,15.0,57.5
428,5,17582.74,5,0.0,25.0,47.1
429,5,18482.31,5,0.0,48.0,57.6
430,4,14391.56,5,0.0,2.0,14.2
431,2,7101.7,5,0.0,47.0,92.2
432,1,3308.24,5,0.0,14.0,68.0
433,4,14126.48,5,0.0,9.0,27.3
434,3,10473.44,5,0.0,7.0,30.1
435,4,14036.57,5,0.0,2.0,25.0
436,4,14525.76,5,0.0,31.0,57.3
437,2,6783.87,5,0.0,13.0,56.2
438,3,10705.42,5,0.0,59.0,90.8
439,4,14379.58,5,0.0,34.0,65.4
440,1,3235.15,5,0.0,8.0,44.2
441,1,3170.95,5,0.0,41.0,90.2
442,5,17439.86,5,0.0,54.0,76.7
443,3,10315.35,5,0.0,45.0,80.6
444,3,10960.93,5,0.0,5.0,36.8
445,5,17099.29,5,0.0,54.0,65.4
446,4,14027.39,5,0.0,48.0,75.9
447,3,11518.42,5,0.0,9.0,43.4
448,1,3665.22,5,0.0,3.0,46.0
449,1,3731.72,5,0.0,33.0,76.4
450,2,7464.27,5,0.0,9.0,50.3
451,3,10314.82,5,0.0,50.0,82.8
452,4,13567.43,5,0.0,22.0,39.7
453,5,17570.6,5,0.0,55.0,71.0
454,5,17606.16,5,0.0,34.0,49.7
455,4,13352.72,5,0.0,11.0,32.1
456,2,7150.03,5,0.0,8.0,37.7
457,5,17927.94,5,0.0,35.0,46.2
458,3,10134.82,5,0.0,46.0,77.4
459,2,7174.22,5,0.0,47.0,85.5
460,3,10856.91,5,0.0,17.0,46.0
461,1,3734.67,5,0.0,12.0,58.5
462,2,7272.4,5,0.0,1.0,36.3
463,5,17402.08,5,0.0,41.0,60.0
464,2,6549.0,5,0.0,5.0,47.9
465,2,6821.14,5,0.0,25.0,66.4
466,2,6765.58,5,0.0,36.0,81.2
467,2,6967.9,5,0.0,56.0,99.4
468,3,10937.31,5,0.0,19.0,53.2
469,1,2975.26,5,0.0,15.0,57.7
470,4,14057.7,5,0.0,39.0,67.2
471,2,6574.64,5,0.0,37.0,71.7
472,5,17203.98,5,0.0,20.0,34.7
473,2,7223.5,5,0.0,56.0,95.9
474,5,17024.02,5,0.0,51.0,75.5
475,3,10793.7,5,0.0,13.0,46.5
476,5,16959.13,5,0.0,14.0,24.9
477,4,14266.79,5,0.0,31.0,65.1
478,1,2880.19,5,0.0,46.0,96.3
479,5,17252.87,5,0.0,3.0,5.1
480,5,18258.6,5,0.0,42.0,56.0
481,1,4183.42,5,1.0,39.0,83.5
482,4,13834.99,5,0.0,14.0,36.6
483,2,7155.98,5,0.0,41.0,76.9
484,5,17981.63,5,0.0,56.0,75.0
485,1,3772.52,5,0.0,3.0,46.9
486,3,10390.61,5,0.0,19.0,49.7
487,1,3200.55,5,0.0,26.0,73.5
488,3,10847.24,5,0.0,54.0,91.4
489,4,14452.28,5,0.0,58.0,85.4
490,2,7686.28,5,0.0,27.0,58.0
491,1,2825.1,5,0.0,45.0,94.0
492,5,16998.75,5,0.0,32.0,50.6
493,4,14464.77,5,0.0,32.0,56.0
494,1,2879.39,5,0.0,17.0,64.0
495,5,17995.42,5,0.0,13.0,22.7
496,1,3414.03,5,0.0,17.0,67.7
497,3,10291.63,5,0.0,33.0,53.3
498,1,3582.17,5,0.0,2.0,44.8
499,1,2961.85,5,0.0,54.0,100.0
500,1,3829.61,5,0.0,9.0,60.7
501,4,14675.85,5,0.0,13.0,32.7
502,1,3848.23,5,0.0,31.0,72.7
503,5,17401.4,5,0.0,43.0,68.0
504,3,9884.79,5,0.0,6.0,32.6
505,3,9900.17,5,0.0,19.0,48.1
506,1,2968.14,5,0.0,58.0,100.0
507,4,13995.09,5,0.0,16.0,30.6
508,4,14045.36,5,0.0,19.0,43.4
509,5,17847.38,5,0.0,50.0,73.6
510,1,2781.59,5,0.0,3.0,46.6
511,3,11024.48,5,0.0,28.0,55.6
512,4,14277.76,5,0.0,23.0,40.0
513,1,3369.27,5,0.0,19.0,57.6
514,4,13524.1,5,0.0,17.0,35.8
515,4,14499.66,5,0.0,5.0,19.5
516,3,10379.96,5,0.0,19.0,40.1
517,2,6991.99,5,0.0,3.0,40.4
518,5,17653.44,5,0.0,47.0,59.6
519,5,17134.72,5,0.0,24.0,43.6
520,3,10387.13,5,0.0,27.0,59.9
521,4,14346.13,5,0.0,54.0,83.8
522,1,3805.64,5,0.0,39.0,97.7
523,4,14309.24,5,0.0,0.0,12.2
524,3,10037.93,5,0.0,57.0,98.3
525,5,17405.37,5,0.0,14.0,25.6
526,4,13841.44,5,0.0,6.0,38.6
527,5,17670.07,5,0.0,46.0,63.4
528,1,3634.26,5,0.0,30.0,75.3
529,5,17562.17,5,0.0,26.0,43.4
530,5,18486.29,5,0.0,15.0,26.9
531,2,6883.68,5,0.0,33.0,69.6
532,2,6836.87,5,0.0,16.0,48.9
533,2,6537.3,5,0.0,54.0,100.0
534,5,16884.86,5,0.0,13.0,19.7
535,3,10011.87,5,0.0,53.0,90.8
536,5,17212.53,5,0.0,34.0,55.6
537,3,11024.03,5,0.0,50.0,91.2
538,3,10515.67,5,0.0,43.0,74.3
539,2,7077.33,5,0.0,42.0,83.1
540,4,13961.49,5,0.0,19.0,39.4
541,1,3646.12,5,0.0,14.0,51.2
542,2,7560.83,5,0.0,13.0,51.9
543,2,6202.43,5,0.0,51.0,95.9
544,4,14487.33,5,0.0,49.0,84.3
545,1,2493.98,5,0.0,26.0,69.6
546,5,17511.28,5,0.0,8.0,25.0
547,5,18376.76,5,0.0,23.0,43.3
548,2,7272.26,5,0.0,37.0,78.8
549,1,3649.22,5,0.0,27.0,63.9
550,2,7800.78,5,0.0,47.0,87.6
551,3,10218.77,5,0.0,60.0,100.0
552,2,7173.59,5,0.0,11.0,49.2
553,2,7231.25,5,0.0,28.0,70.6
554,5,17291.04,5,0.0,26.0,40.6
555,5,17326.36,5,0.0,18.0,30.8
556,5,17282.49,5,0.0,12.0,14.9
557,3,10534.93,5,0.0,4.0,34.7
558,5,17718.68,5,0.0,53.0,79.3
559,1,3549.29,5,0.0,25.0,67.5
560,4,14283.78,5,0.0,30.0,52.9
561,1,2712.34,5,0.0,55.0,100.0
562,1,3412.7,5,0.0,47.0,100.0
563,5,17090.63,5,0.0,8.0,16.7
564,4,14120.69,5,0.0,34.0,63.4
565,4,14114.77,5,0.0,27.0,50.2
566,4,13953.75,5,0.0,48.0,62.7
567,3,10704.11,5,0.0,43.0,80.4
568,5,17899.13,5,0.0,41.0,64.7
569,4,13975.79,5,0.0,20.0,36.8
570,3,10079.32,5,0.0,48.0,86.0
571,2,6367.5,5,0.0,3.0,46.9
572,2,7014.44,5,0.0,10.0,46.1
573,3,10596.75,5,0.0,20.0,55.9
574,3,10112.19,5,0.0,5.0,29.3
575,5,17790.31,5,0.0,14.0,26.8
576,5,17316.42,5,0.0,50.0,68.7
577,2,6337.43,5,0.0,57.0,100.0
578,4,14502.57,5,0.0,18.0,39.2
579,2,7457.6,5,0.0,16.0,44.9
580,4,13193.76,5,0.0,17.0,36.5
581,4,13774.96,5,0.0,17.0,44.7
582,5,17259.37,5,0.0,2.0,7.8
583,1,4155.8,5,0.0,56.0,100.0
584,1,3460.28,5,0.0,13.0,57.7
585,3,9901.65,5,0.0,25.0,56.8
586,5,17852.84,5,0.0,1.0,12.6
587,4,13507.69,5,0.0,51.0,79.2
588,1,3395.86,5,0.0,44.0,95.0
589,4,13692.09,5,0.0,57.0,84.4
590,1,3275.82,5,0.0,47.0,91.9
591,1,3874.9,5,1.0,19.0,64.2
592,1,4108.53,5,0.0,15.0,63.5
593,5,16990.25,5,0.0,42.0,62.8
594,2,7250.43,5,0.0,22.0,51.5
595,4,13706.9,5,0.0,34.0,60.0
596,5,17219.33,5,0.0,0.0,6.0
597,5,17696.25,5,0.0,4.0,21.4
598,5,17088.84,5,0.0,32.0,50.2
599,5,17688.24,5,0.0,34.0,55.2
600,5,17792.05,5,0.0,45.0,64.2
