ID_Campanha,Investimento_Ads_BRL,Visitas_Site,Taxa_Desconto_Perc,Taxa_Imposto_Estadual,Vendas_Totais_BRL
156,40203.37,92165.0,33.8,18.0,1315566.48
157,28691.19,65357.0,9.5,18.0,955028.38
158,29878.04,77156.0,11.4,18.0,1129739.8
159,10706.93,27926.0,5.3,18.0,379079.24
160,22369.79,52731.0,27.7,18.0,714084.53
161,15499.28,43303.0,22.0,18.0,602369.0
162,2840.33,2623.0,30.3,18.0,26209.25
163,2503.56,-944.0,9.9,18.0,34593.5
164,23202.15,58430.0,21.3,18.0,844775.94
165,37498.34,94407.0,22.8,18.0,1390293.08
166,28307.47,75500.0,22.7,18.0,1097790.22
167,19870.57,50798.0,29.5,18.0,703968.76
168,9235.57,27256.0,19.9,18.0,336473.18
169,42074.8,100342.0,20.2,18.0,1473466.84
170,30353.54,80205.0,9.2,18.0,1192520.35
171,39353.03,93161.0,11.0,18.0,1380168.61
172,42576.95,111582.0,28.4,18.0,1615012.28
173,30554.99,75403.0,34.0,18.0,1092565.68
174,39271.97,98139.0,18.3,18.0,1457827.02
175,31171.11,75857.0,32.7,18.0,1048486.18
176,2037.09,4449.0,25.5,18.0,38288.09
177,37772.77,92837.0,6.7,18.0,1338633.86
178,9626.06,16758.0,20.1,18.0,229869.45
179,23467.2,54526.0,20.4,18.0,813536.79
180,26143.01,62231.0,15.8,18.0,869763.76
181,24717.02,63126.0,28.4,18.0,872684.22
182,42374.9,108567.0,17.7,18.0,1592088.57
183,9565.88,22374.0,30.6,18.0,268083.71
184,1717.11,6213.0,23.9,18.0,56011.11
185,42589.44,108727.0,23.1,18.0,1616830.12
186,37391.05,91930.0,6.8,18.0,1410118.84
187,23378.18,46274.0,30.5,18.0,637892.68
188,21428.02,53744.0,17.9,18.0,767148.58
189,6719.75,24069.0,27.0,18.0,320431.1
190,17595.28,41287.0,24.3,18.0,537777.87
191,5638.29,17796.0,21.1,18.0,232849.72
192,36075.71,86648.0,29.2,18.0,1240900.01
193,4777.18,8654.0,9.4,18.0,121386.31
194,11091.56,38284.0,16.1,18.0,530038.34
195,29115.04,72423.0,22.0,18.0,1049219.81
196,15397.75,33782.0,5.5,18.0,512946.57
197,33130.61,88552.0,24.3,18.0,1302732.38
198,40374.85,102492.0,19.5,18.0,1528168.04
199,18209.46,47484.0,8.1,18.0,702273.27
200,5578.58,4473.0,11.0,18.0,64229.01
201,40852.49,100424.0,29.2,18.0,1405992.45
202,39458.47,98995.0,31.6,18.0,1450004.97
203,20277.54,49892.0,27.5,18.0,701715.93
204,43359.48,103327.0,26.2,18.0,1474160.19
205,19817.51,47885.0,17.5,18.0,695945.67
206,13607.84,41223.0,32.3,18.0,552926.35
207,41640.69,102151.0,31.7,18.0,1474641.52
208,37082.75,95919.0,32.4,18.0,1371185.17
209,25872.44,72247.0,16.6,18.0,1051828.83
210,32572.0,80718.0,5.3,18.0,1207144.29
211,11446.14,27918.0,20.3,18.0,353646.81
212,44889.74,118102.0,6.8,18.0,1753582.25
213,48331.37,126747.0,13.3,18.0,1908384.27
214,16533.08,44750.0,25.4,18.0,596182.85
215,43412.08,102455.0,33.5,18.0,1457548.6
216,16203.9,43168.0,30.4,18.0,577049.72
217,2237.93,6822.0,10.1,18.0,89718.49
218,3410.56,9786.0,27.7,18.0,87213.81
219,10046.72,33839.0,6.5,18.0,497533.79
220,4382.63,6166.0,14.0,18.0,63150.31
221,13616.3,43164.0,27.1,18.0,597267.14
222,45765.5,106014.0,33.6,18.0,1543042.18
223,23434.63,53015.0,32.7,18.0,718933.9
224,7380.38,18747.0,15.8,18.0,255603.56
225,40684.69,100133.0,17.7,18.0,1472208.7
226,20770.02,54277.0,28.2,18.0,743935.25
227,2197.2,9375.0,31.6,18.0,88309.55
228,42984.72,102139.0,21.5,18.0,1468340.26
229,14440.45,35188.0,25.7,18.0,473232.04
230,35746.19,90423.0,8.7,18.0,1343415.82
231,18432.84,39418.0,10.4,18.0,589253.55
232,39921.14,98765.0,6.0,18.0,1435122.95
233,42386.32,105927.0,17.1,18.0,1566215.96
234,27369.23,70249.0,29.1,18.0,982219.36
235,28395.24,68988.0,16.4,18.0,1026422.59
236,7002.99,23170.0,17.5,18.0,302212.02
237,19504.45,48268.0,15.2,18.0,687705.72
238,22008.62,53966.0,19.7,18.0,766228.58
239,26049.22,57222.0,10.6,18.0,828827.55
240,44696.37,107093.0,12.3,18.0,1596660.85
241,15710.32,36286.0,26.6,18.0,510672.9
242,20425.65,43899.0,32.0,18.0,593566.16
243,39870.39,97341.0,16.8,18.0,1405281.19
244,21201.53,48533.0,16.0,18.0,687096.48
245,10058.51,8558.0,32.5,18.0,65873.04
246,42172.12,109907.0,32.7,18.0,1595919.94
247,28894.3,78234.0,29.8,18.0,1139763.59
248,3942.46,11764.0,28.0,18.0,105699.43
249,49456.93,124093.0,23.2,18.0,1769494.79
250,12210.33,30339.0,29.9,18.0,400565.73
251,31120.38,66135.0,26.2,18.0,952857.47
252,19033.31,47249.0,22.2,18.0,664098.75
253,40336.02,93575.0,6.7,18.0,1373732.01
254,31750.53,74519.0,6.3,18.0,1115522.73
255,41239.61,96111.0,24.1,18.0,1371823.49
256,15124.4,38240.0,12.2,18.0,547829.68
257,14464.96,49416.0,7.7,18.0,735166.57
258,30451.54,73704.0,10.4,18.0,1100106.8
259,46987.2,124318.0,6.0,18.0,1849131.6
260,35657.52,91417.0,18.1,18.0,1322871.62
261,13906.76,42660.0,6.8,18.0,637343.33
262,6994.46,23467.0,33.6,18.0,251021.9
263,23477.49,49498.0,29.1,18.0,709049.32
264,48765.81,127461.0,17.0,18.0,1898238.58
265,34348.14,88611.0,26.3,18.0,1282892.75
266,10469.43,20415.0,33.7,18.0,224117.15
267,3290.22,10274.0,7.3,18.0,158121.85
268,47679.55,112059.0,7.1,18.0,1680828.95
269,43073.8,108664.0,22.8,18.0,1602793.88
270,41567.26,109709.0,13.4,18.0,1657849.79
271,48231.13,121775.0,24.5,18.0,1756240.27
272,30347.89,69834.0,22.5,18.0,1008772.69
273,46614.88,115050.0,6.4,18.0,1721508.26
274,8191.67,22220.0,19.1,18.0,275087.73
275,6584.06,20552.0,21.1,18.0,281720.21
276,19229.42,49076.0,11.8,18.0,733178.46
277,38561.45,94576.0,34.9,18.0,1366667.49
278,16735.96,39069.0,31.7,18.0,519280.14
279,32263.72,83068.0,20.7,18.0,1230022.58
280,1451.83,11802.0,8.4,18.0,160444.17
281,27629.79,72585.0,33.0,18.0,1041303.58
282,17549.98,40659.0,14.2,18.0,591725.99
283,45003.19,118714.0,5.9,18.0,1761896.63
284,47094.64,117250.0,9.6,18.0,1734489.97
285,19821.97,57028.0,10.5,18.0,832404.61
286,20409.77,50651.0,8.6,18.0,741158.26
287,44966.72,117884.0,10.0,18.0,1794542.37
288,3882.3,8153.0,7.7,18.0,106724.03
289,20863.59,51434.0,20.7,18.0,721566.66
290,7378.6,25654.0,30.3,18.0,334840.54
291,5261.5,6785.0,15.3,18.0,87755.23
292,39414.25,99737.0,27.2,18.0,1423022.71
293,15924.09,36953.0,28.6,18.0,471022.3
294,29618.74,75499.0,30.8,18.0,1041671.17
295,44044.84,110722.0,10.4,18.0,1624072.3
296,44158.81,121985.0,16.3,18.0,1772572.91
297,30446.76,77880.0,23.9,18.0,1131995.11
298,32616.16,75475.0,9.0,18.0,1091691.83
299,3774.78,7410.0,22.9,18.0,85516.92
300,15576.72,42526.0,31.4,18.0,541963.2
301,34896.96,85698.0,11.0,18.0,1259366.79
302,10262.44,29244.0,6.8,18.0,461128.97
303,40347.37,107735.0,21.6,18.0,1586285.23
304,26223.42,70433.0,29.3,18.0,970052.23
305,38107.02,89738.0,26.0,18.0,1297034.94
306,9711.65,21423.0,6.3,18.0,300569.43
307,5048.39,13055.0,27.4,18.0,118043.74
308,24621.53,52655.0,25.0,18.0,752238.3
309,26913.84,70863.0,21.3,18.0,1010945.53
310,35119.11,86483.0,13.6,18.0,1272201.55
311,11033.32,26713.0,31.9,18.0,358151.99
312,33897.24,86513.0,21.7,18.0,1263609.37
313,39870.2,96739.0,8.5,18.0,1428042.17
314,3045.15,15173.0,26.5,18.0,141061.04
315,48204.52,124286.0,16.9,18.0,1794585.43
316,48794.24,115421.0,16.2,18.0,1682358.8
317,27982.38,70230.0,12.8,18.0,1035247.54
318,4180.44,7777.0,33.9,18.0,45707.09
319,17916.6,48823.0,21.1,18.0,640247.29
320,2001.07,8750.0,18.9,18.0,93505.04
321,40241.74,107501.0,5.5,18.0,1597435.37
322,11188.43,25613.0,22.3,18.0,330209.39
323,8019.37,18672.0,26.2,18.0,216393.03
324,35294.81,89431.0,6.5,18.0,1334658.77
325,3839.54,11351.0,8.2,18.0,148907.49
326,13573.77,30701.0,32.3,18.0,407449.2
327,26006.26,68590.0,8.2,18.0,1002043.93
328,49767.68,124054.0,20.9,18.0,1801250.15
329,8179.27,8137.0,10.0,18.0,106270.76
330,23026.22,45509.0,28.7,18.0,639988.19
331,30470.58,71197.0,19.8,18.0,1032171.94
332,5766.35,22055.0,34.2,18.0,287604.95
333,15148.01,42430.0,24.6,18.0,601763.02
334,36319.2,92475.0,32.1,18.0,1289982.38
335,27989.5,67946.0,5.1,18.0,1031722.55
336,42090.27,104671.0,32.2,18.0,1510267.21
337,29436.24,76391.0,17.8,18.0,1081264.73
338,10044.02,23223.0,13.0,18.0,322829.34
339,31159.6,84373.0,34.5,18.0,1219092.22
340,44460.8,118699.0,33.4,18.0,1692410.51
341,26322.67,71323.0,21.5,18.0,1046108.4
342,31681.04,76243.0,32.7,18.0,1095090.51
343,25747.9,63701.0,12.0,18.0,920253.52
344,45573.47,113635.0,30.8,18.0,1640277.53
345,21251.93,54595.0,12.5,18.0,798113.11
346,27237.97,61041.0,28.6,18.0,880771.47
347,17789.51,50745.0,19.5,18.0,731756.16
348,7349.26,13922.0,31.4,18.0,124729.23
349,33478.27,84551.0,6.6,18.0,1239205.42
350,46847.83,117413.0,6.3,18.0,1800558.87
351,31023.73,76521.0,26.4,18.0,1117291.15
352,42294.19,111553.0,10.3,18.0,1668903.2
353,11677.51,31040.0,7.3,18.0,477027.06
354,45255.42,117662.0,23.9,18.0,1721752.33
355,1478.73,7508.0,21.3,18.0,83806.25
356,12064.82,26754.0,15.6,18.0,347381.45
357,7470.7,25566.0,22.9,18.0,345754.98
358,45469.6,119597.0,33.0,18.0,1757766.49
359,45601.3,109093.0,16.2,18.0,1563985.61
360,29471.84,72427.0,11.3,18.0,1081947.56
361,5287.16,11620.0,11.5,18.0,134649.64
362,6727.09,18430.0,26.3,18.0,205619.0
363,38782.49,99296.0,13.1,18.0,1465008.6
364,36906.97,103888.0,11.2,18.0,1537191.24
365,5269.29,9053.0,32.3,18.0,72991.78
366,18515.7,44779.0,11.2,18.0,668953.49
367,38887.37,103398.0,31.4,18.0,1475885.31
368,7442.11,24559.0,30.7,18.0,305552.37
369,27353.79,64635.0,14.3,18.0,931888.23
370,37981.45,99030.0,27.4,18.0,1459545.39
371,14353.78,34070.0,34.5,18.0,455545.34
372,28759.33,75114.0,33.9,18.0,1025504.46
373,24357.56,64174.0,28.3,18.0,934005.56
374,28274.41,79376.0,6.0,18.0,1171867.64
375,22596.12,48876.0,21.0,18.0,707150.34
376,34993.13,83591.0,11.1,18.0,1260528.75
377,36193.62,93382.0,14.8,18.0,1363781.85
378,38062.74,89855.0,24.9,18.0,1296362.62
379,2828.78,4328.0,29.7,18.0,21307.68
380,34262.93,90367.0,27.6,18.0,1309401.39
381,24383.82,56738.0,16.9,18.0,807611.39
382,5908.4,11863.0,6.7,18.0,181437.12
383,31095.62,77719.0,6.4,18.0,1172471.37
384,42057.81,97742.0,26.2,18.0,1385004.8
385,36960.81,103228.0,10.1,18.0,1530076.95
386,16756.71,36272.0,34.7,18.0,487410.35
387,4324.91,1085.0,26.1,18.0,50591.5
388,2829.18,6458.0,15.6,18.0,73174.21
389,28397.14,68615.0,17.8,18.0,1005833.89
390,8881.78,26165.0,14.4,18.0,392987.98
391,14126.52,40562.0,29.3,18.0,522141.46
392,12549.89,23879.0,18.0,18.0,314029.89
393,1948.03,-511.0,26.3,18.0,68620.03
394,8432.63,15980.0,14.2,18.0,247409.11
395,2661.22,17744.0,10.6,18.0,252614.36
396,49109.91,122244.0,32.5,18.0,1763254.11
397,18663.78,54509.0,7.3,18.0,757975.19
398,41447.76,104012.0,30.5,18.0,1502844.45
399,21199.63,53194.0,7.7,18.0,785040.79
400,13405.78,26356.0,10.0,18.0,385802.33
401,12598.83,31378.0,31.4,18.0,422461.58
402,38882.66,102378.0,6.1,18.0,1525208.41
403,33891.59,85394.0,9.6,18.0,1244571.54
404,35610.21,91126.0,14.2,18.0,1324827.94
405,42804.62,108764.0,23.5,18.0,1542387.67
406,26580.43,78691.0,14.4,18.0,1126937.93
407,22695.71,52820.0,20.0,18.0,771391.7
408,28133.67,74160.0,9.5,18.0,1112268.84
409,32947.75,85899.0,33.5,18.0,1213284.29
410,39639.14,102713.0,18.3,18.0,1493436.58
411,44721.2,120595.0,26.6,18.0,1753062.47
412,16146.15,37600.0,11.6,18.0,556186.83
413,7644.88,16082.0,33.0,18.0,141029.91
414,37795.41,95441.0,26.5,18.0,1374712.74
415,26814.83,70241.0,25.0,18.0,977360.97
416,39452.19,92344.0,14.9,18.0,1344127.93
417,22066.38,54867.0,26.7,18.0,782970.27
418,42103.48,102794.0,32.7,18.0,1499510.23
419,27330.35,75653.0,16.7,18.0,1070556.13
420,13270.77,41142.0,20.8,18.0,601286.05
421,3885.81,9963.0,23.5,18.0,124985.45
422,5505.51,18869.0,20.7,18.0,230454.89
423,9535.8,14158.0,22.8,18.0,143368.97
424,22523.46,54167.0,12.1,18.0,820127.37
425,40735.78,94985.0,19.9,18.0,1360633.2
426,45609.7,112986.0,27.6,18.0,1632710.4
427,29228.44,77446.0,5.1,18.0,1119595.83
428,15266.57,35282.0,9.0,18.0,521809.12
429,32937.53,82365.0,9.6,18.0,1233808.44
430,32258.11,90491.0,34.6,18.0,1283166.46
431,25675.16,66747.0,12.6,18.0,969459.38
432,48312.08,134746.0,33.2,18.0,1975972.57
433,40527.87,100932.0,33.3,18.0,1419179.64
434,46497.45,107017.0,14.3,18.0,1580677.55
435,31082.82,80200.0,27.5,18.0,1124048.13
436,49118.19,121634.0,18.4,18.0,1782504.6
437,36034.41,82948.0,13.1,18.0,1227687.08
438,1424.3,-841.0,30.7,18.0,94603.44
439,15119.13,28918.0,12.4,18.0,443232.31
440,42228.53,115864.0,25.1,18.0,1692724.32
441,22715.68,48893.0,9.9,18.0,679560.55
442,9479.44,33269.0,16.8,18.0,459154.99
443,6611.83,14784.0,25.9,18.0,147445.51
444,40096.15,100771.0,32.5,18.0,1447267.68
445,32796.35,83646.0,16.9,18.0,1268528.1
446,25585.55,69023.0,6.3,18.0,996005.03
447,14996.37,28907.0,11.0,18.0,371481.86
448,32198.1,81337.0,6.2,18.0,1216875.45
449,19048.75,37374.0,18.2,18.0,504359.65
450,27437.39,70642.0,9.6,18.0,1050022.67
451,38341.27,92783.0,17.7,18.0,1399362.82
452,42154.49,103913.0,14.5,18.0,1516881.61
453,6142.91,21566.0,9.8,18.0,294070.94
454,26020.93,55950.0,6.5,18.0,864734.16
455,32628.94,81255.0,10.9,18.0,1204701.87
456,8500.27,23654.0,18.7,18.0,275156.56
457,1086.22,3740.0,19.1,18.0,60366.02
458,48385.24,130879.0,5.6,18.0,1934975.58
459,40585.46,104099.0,26.8,18.0,1483649.55
460,14429.31,30660.0,33.9,18.0,380841.28
461,14675.39,34564.0,10.3,18.0,478335.73
462,6913.3,16401.0,8.0,18.0,243000.33
463,24553.72,66418.0,24.8,18.0,975684.87
464,46682.8,120850.0,17.6,18.0,1781134.9
465,45831.44,116237.0,14.2,18.0,1731987.79
466,12949.88,34705.0,9.8,18.0,528300.08
467,20348.06,52597.0,5.1,18.0,783532.76
468,48541.74,123399.0,18.0,18.0,1780133.93
469,14505.36,37971.0,33.1,18.0,510472.49
470,46954.62,127189.0,34.1,18.0,1854432.26
471,38681.6,101946.0,22.1,18.0,1474896.91
472,44351.22,115558.0,17.6,18.0,1643996.29
473,43679.24,112714.0,16.9,18.0,1664563.66
474,8177.08,24424.0,21.5,18.0,332572.88
475,39670.25,92042.0,15.7,18.0,1359960.66
476,45551.89,116444.0,33.6,18.0,1683651.23
477,42070.36,100974.0,32.6,18.0,1460364.63
478,35889.53,98862.0,11.8,18.0,1462795.24
479,16061.59,41318.0,15.7,18.0,594142.17
480,18335.44,47334.0,21.9,18.0,689564.53
481,12581.32,39559.0,15.4,18.0,553943.0
482,5400.77,9320.0,13.4,18.0,95719.51
483,10529.43,19452.0,33.7,18.0,258927.14
484,31174.59,80056.0,9.8,18.0,1204877.39
485,46672.1,119192.0,27.1,18.0,1758894.09
486,34863.11,90215.0,31.0,18.0,1273013.66
487,28579.51,70054.0,22.7,18.0,1008054.9
488,13924.03,36495.0,5.1,18.0,517121.2
489,26830.2,64410.0,14.7,18.0,929206.96
490,40414.76,94029.0,12.5,18.0,1399577.57
491,15458.72,42259.0,26.5,18.0,540164.71
492,9983.59,25543.0,7.2,18.0,405732.19
493,1966.89,-1796.0,20.4,18.0,68847.84
494,37422.74,86218.0,27.0,18.0,1199997.26
495,2876.38,1496.0,33.3,18.0,53175.0
496,22250.3,57473.0,25.8,18.0,826283.67
497,41772.15,99797.0,27.2,18.0,1428936.11
498,1659.47,5616.0,19.5,18.0,70839.85
499,25957.43,58015.0,14.1,18.0,822571.55
500,24497.89,59962.0,31.6,18.0,821757.87
501,2453.09,8192.0,5.1,18.0,107564.24
502,1560.0,-421.0,21.9,18.0,62362.86
503,17260.36,39680.0,18.0,18.0,546337.5
504,4010.12,3321.0,21.5,18.0,12172.05
505,30310.5,80976.0,25.5,18.0,1164073.93
506,44410.09,108572.0,30.6,18.0,1571693.9
507,21194.55,53138.0,5.8,18.0,795661.89
508,2875.34,-1706.0,11.4,18.0,18496.42
509,4961.28,9390.0,10.0,18.0,92611.09
510,5013.81,12796.0,15.5,18.0,141854.51
511,40659.0,105180.0,8.1,18.0,1553019.92
512,40234.01,100970.0,16.2,18.0,1467789.69
513,1828.58,-4280.0,10.9,18.0,83939.18
514,43203.42,107758.0,27.1,18.0,1570740.19
515,45653.71,114054.0,20.0,18.0,1659752.84
516,20642.96,53569.0,20.6,18.0,748190.48
517,15057.64,40152.0,13.0,18.0,586147.91
518,42309.2,101136.0,11.1,18.0,1515456.77
519,31235.18,77729.0,28.8,18.0,1110483.92
520,7889.34,22883.0,10.3,18.0,312048.79
521,12209.03,34375.0,25.1,18.0,509551.06
522,42233.4,100944.0,31.8,18.0,1440674.71
523,42373.57,102140.0,7.0,18.0,1507099.39
524,11787.15,30695.0,34.5,18.0,353955.62
525,40745.74,100029.0,32.3,18.0,1411976.77
526,27261.72,66716.0,32.3,18.0,970545.57
527,30910.99,81511.0,17.2,18.0,1171267.76
528,26669.62,67421.0,7.0,18.0,974744.15
529,32341.83,83769.0,26.4,18.0,1231560.85
530,1252.66,6201.0,22.3,18.0,15913.48
531,2212.2,171.0,27.4,18.0,58583.58
532,34811.29,90720.0,12.3,18.0,1328116.8
533,9408.06,23288.0,7.2,18.0,328043.85
534,35002.6,79459.0,20.8,18.0,1176900.35
535,14978.02,38630.0,25.0,18.0,564717.8
536,3700.19,10433.0,18.3,18.0,158592.4
537,29528.92,75619.0,32.3,18.0,1075185.48
538,15495.12,36155.0,30.1,18.0,492640.75
539,16817.99,46970.0,6.9,18.0,709957.48
540,48382.48,117060.0,5.3,18.0,1726920.24
541,10551.8,24400.0,10.0,18.0,369887.87
542,18022.43,50472.0,27.0,18.0,671743.86
543,6096.69,17708.0,25.7,18.0,242681.22
544,20687.31,52880.0,34.1,18.0,737754.55
